cd_localidade;nm_localidade;cd_setor;cd_sit;nm_sit;cd_uf;nm_uf;sigla_uf;cd_mun;nm_mun;cd_dist;nm_dist;cd_subdist;nm_subdist;cagece_sistema_de_abastecimento;lat(y);long(x)
"23131040500000100";Tabuleiro do Norte;"231310405000001";"1";Área Urbana de Alta Densidade de Edificações;"23";Ceará;CE;"2313104";Tabuleiro do Norte;"231310405";Tabuleiro do Norte;"23131040500";;TABULEIRO DO NORTE;"-5.243804";"-38.129737"
"23132033500000100";Sucesso;"231320335000001";"1";Área Urbana de Alta Densidade de Edificações;"23";Ceará;CE;"2313203";Tamboril;"231320335";Sucesso;"23132033500";;SUCESSO;"-4.943592";"-40.537969"
"23132030500004500";Tamboril;"231320305000045";"1";Área Urbana de Alta Densidade de Edificações;"23";Ceará;CE;"2313203";Tamboril;"231320305";Tamboril;"23132030500";;TAMBORIL;"-4.833929";"-40.319069"
"23132520500000100";Tarrafas;"231325205000001";"1";Área Urbana de Alta Densidade de Edificações;"23";Ceará;CE;"2313252";Tarrafas;"231325205";Tarrafas;"23132520500";;TARRAFAS;"-6.68259";"-39.758494"
"23133020500000100";Tauá;"231330205000001";"1";Área Urbana de Alta Densidade de Edificações;"23";Ceará;CE;"2313302";Tauá;"231330205";Tauá;"23133020500";;TAUÁ;"-6.002999";"-40.292625"
"23133510500000100";Tejuçuoca;"231335105000001";"1";Área Urbana de Alta Densidade de Edificações;"23";Ceará;CE;"2313351";Tejuçuoca;"231335105";Tejuçuoca;"23133510500";;SAA TEJUÇUOCA;"-3.989712";"-39.576826"
"23134011500000101";Caruataí;"231340115000001";"1";Área Urbana de Alta Densidade de Edificações;"23";Ceará;CE;"2313401";Tianguá;"231340115";Caruataí;"23134011500";;SI COMPLEXO JABURU;"-3.837162";"-40.971174"
"23134012000000100";Pindoguaba;"231340120000001";"1";Área Urbana de Alta Densidade de Edificações;"23";Ceará;CE;"2313401";Tianguá;"231340120";Pindoguaba;"23134012000";;SI COMPLEXO JABURU;"-3.750704";"-41.141201"
"23134010500015600";Tianguá;"231340105000156";"1";Área Urbana de Alta Densidade de Edificações;"23";Ceará;CE;"2313401";Tianguá;"231340105";Tianguá;"23134010500";;SI COMPLEXO JABURU;"-3.722674";"-40.991706"
"23135000800000100";Fleicheiras;"231350008000001";"1";Área Urbana de Alta Densidade de Edificações;"23";Ceará;CE;"2313500";Trairi;"231350008";Fleicheiras;"23135000800";;;"-3.221066";"-39.273854"
"23135001000001600";Mundaú;"231350010000016";"2";Área Urbana de Baixa Densidade de Edificações;"23";Ceará;CE;"2313500";Trairi;"231350010";Mundaú;"23135001000";;SAA MUNDAÚ;"-3.177822";"-39.367101"
"23135000500005100";Trairi;"231350005000051";"2";Área Urbana de Baixa Densidade de Edificações;"23";Ceará;CE;"2313500";Trairi;"231350005";Trairi;"23135000500";;SAA TRAIRI;"-3.26442";"-39.272232"
"23135591000000100";Cemoaba;"231355910000001";"1";Área Urbana de Alta Densidade de Edificações;"23";Ceará;CE;"2313559";Tururu;"231355910";Cemoaba;"23135591000";;SAA CEMOABA;"-3.467987";"-39.421259"
"23135590500000100";Tururu;"231355905000001";"1";Área Urbana de Alta Densidade de Edificações;"23";Ceará;CE;"2313559";Tururu;"231355905";Tururu;"23135590500";;SI URUBURETAMA;"-3.595595";"-39.434364"
"23136091500000100";Jaburuna;"231360915000001";"1";Área Urbana de Alta Densidade de Edificações;"23";Ceará;CE;"2313609";Ubajara;"231360915";Jaburuna;"23136091500";;SI COMPLEXO JABURU;"-3.889827";"-40.971874"
"23136092500000100";Nova Veneza;"231360925000001";"1";Área Urbana de Alta Densidade de Edificações;"23";Ceará;CE;"2313609";Ubajara;"231360925";Nova Veneza;"23136092500";;SI COMPLEXO JABURU;"-3.844212";"-41.005485"
"23136090500004300";Ubajara;"231360905000043";"2";Área Urbana de Baixa Densidade de Edificações;"23";Ceará;CE;"2313609";Ubajara;"231360905";Ubajara;"23136090500";;SI COMPLEXO JABURU;"-3.848491";"-40.907144"
"23137081500000100";Pio X;"231370815000001";"1";Área Urbana de Alta Densidade de Edificações;"23";Ceará;CE;"2313708";Umari;"231370815";Pio X;"23137081500";;BAIXIO (JENIPAPEIRO II);"-6.641099";"-38.786809"
"23137080500000100";Umari;"231370805000001";"1";Área Urbana de Alta Densidade de Edificações;"23";Ceará;CE;"2313708";Umari;"231370805";Umari;"23137080500";;UMARI ( POÇOS);"-6.647244";"-38.701326"
"23137572000000100";Caxitoré;"231375720000001";"1";Área Urbana de Alta Densidade de Edificações;"23";Ceará;CE;"2313757";Umirim;"231375720";Caxitoré;"23137572000";;SI UMIRIM;"-3.734473";"-39.36505"
"23137570500000101";Umirim;"231375705000001";"1";Área Urbana de Alta Densidade de Edificações;"23";Ceará;CE;"2313757";Umirim;"231375705";Umirim;"23137570500";;SI UMIRIM;"-3.675562";"-39.342384"
"23138070500000100";Uruburetama;"231380705000001";"1";Área Urbana de Alta Densidade de Edificações;"23";Ceará;CE;"2313807";Uruburetama;"231380705";Uruburetama;"23138070500";;SI URUBURETAMA;"-3.623017";"-39.508178"
"23139060500000100";Uruoca;"231390605000001";"1";Área Urbana de Alta Densidade de Edificações;"23";Ceará;CE;"2313906";Uruoca;"231390605";Uruoca;"23139060500";;SIAA ETA URUOCA;"-3.313231";"-40.561163"
"23139550500002200";Varjota;"231395505000022";"2";Área Urbana de Baixa Densidade de Edificações;"23";Ceará;CE;"2313955";Varjota;"231395505";Varjota;"23139550500";;SI COMPLEXO JABURU;"-4.182822";"-40.478993"
"23140030500000100";Várzea Alegre;"231400305000001";"1";Área Urbana de Alta Densidade de Edificações;"23";Ceará;CE;"2314003";Várzea Alegre;"231400305";Várzea Alegre;"23140030500";;VÁRZEA ALEGRE (AÇUDE OLHO D’AGUA);"-6.791846";"-39.298933"
"23141022500001400";Quatiguaba;"231410225000014";"2";Área Urbana de Baixa Densidade de Edificações;"23";Ceará;CE;"2314102";Viçosa do Ceará;"231410225";Quatiguaba;"23141022500";;SI COMPLEXO JABURU;"-3.673378";"-41.070517"
"23141020500000100";Viçosa do Ceará;"231410205000001";"1";Área Urbana de Alta Densidade de Edificações;"23";Ceará;CE;"2314102";Viçosa do Ceará;"231410205";Viçosa do Ceará;"23141020500";;SI COMPLEXO JABURU;"-3.566013";"-41.091629"
"23001010500000100";Abaiara;"230010105000001";"1";Área Urbana de Alta Densidade de Edificações;"23";Ceará;CE;"2300101";Abaiara;"230010105";Abaiara;"23001010500";;ABAIARA (POÇO);"-7.356977";"-39.047547"
